date,nbikes,tmpc,relh,vsby,sknt,drct,holiday,PRCP,TAVG,dry day,phenomenon,weekday,daylight_hrs
2020-02-13,479,2.875,91.01291666666667,6.209999999999998,6.625,180.41666666666666,False,1.5,2.9,0,,Thursday,8.918607102579276
2020-02-14,439,3.25,91.10291666666667,5.46833333333333,6.125,140.83333333333334,False,0.0,3.0,1,,Friday,8.99499572131123
2020-02-15,138,7.083333333333333,96.41333333333334,4.418749999999999,14.625,192.91666666666666,False,0.5,6.9,0,None rain,Saturday,9.071826573702548
2020-02-16,246,8.583333333333334,88.15833333333335,5.50458333333333,23.916666666666668,218.33333333333334,False,13.7,8.6,0,,Sunday,9.149077191839089
2020-02-17,231,6.833333333333333,83.50208333333332,5.4608333333333325,25.583333333333332,234.58333333333334,False,7.9,6.8,0,,Monday,9.226725979326783
2020-02-18,301,5.458333333333333,86.54625000000003,5.56333333333333,18.291666666666668,240.0,False,1.8,5.6,0,Light rain,Tuesday,9.304752188820554
2020-02-19,420,4.833333333333333,90.21041666666666,6.209999999999998,8.458333333333334,249.58333333333334,False,4.3,4.8,0,,Wednesday,9.383135898821696
2020-02-20,280,5.333333333333333,93.31458333333332,5.504166666666666,14.666666666666666,198.33333333333334,False,0.3,5.3,0,,Thursday,9.461857989864907
2020-02-21,300,5.708333333333335,87.11708333333333,5.775416666666665,20.625,245.0,False,6.4,5.7,0,,Friday,9.540900120204434
2020-02-22,82,6.416666666666667,84.24249999999999,5.209583333333331,26.208333333333332,245.41666666666666,False,8.4,6.6,0,,Saturday,9.620244701095288
2020-02-23,154,5.5,76.0425,6.209999999999998,18.25,270.8333333333333,False,4.1,5.5,0,,Sunday,9.699874871759096
2020-02-24,547,4.083333333333333,81.64250000000001,6.209999999999998,9.541666666666666,223.75,False,0.0,4.1,1,Light rain,Monday,9.779774474110646
2020-02-25,385,2.9583333333333335,94.62666666666668,4.981249999999998,8.916666666666666,155.0,False,9.7,3.0,0,Light rain,Tuesday,9.859928027314883
2020-02-26,505,0.7916666666666661,78.84916666666668,6.003333333333331,6.541666666666667,79.16666666666667,False,3.8,0.9,0,,Wednesday,9.94032070223567
2020-02-27,436,-0.4583333333333333,90.67291666666667,5.589166666666664,4.416666666666667,110.41666666666667,False,0.0,-0.5,1,Light rain,Thursday,10.020938295827943
2020-02-28,412,3.2499999999999987,89.72874999999999,5.927916666666665,7.333333333333333,226.25,False,3.8,3.1,0,,Friday,10.101767205521389
2020-02-29,115,4.249999999999999,93.29249999999998,5.494166666666665,14.875,142.08333333333334,False,0.0,4.2,1,,Saturday,10.182794403633416
2020-03-01,309,4.791666666666666,85.90625000000001,6.209999999999998,16.416666666666668,205.0,False,9.4,4.8,0,,Sunday,10.26400741184722
2020-03-02,542,4.291666666666666,86.11875000000002,6.209999999999998,7.625,162.08333333333334,False,1.8,4.4,0,,Monday,10.3453942757819
2020-03-03,437,3.9583333333333335,95.46999999999998,5.51208333333333,8.5,99.16666666666667,False,0.3,4.0,0,,Tuesday,10.426943539678703
2020-03-11,686,6.875,80.88291666666666,6.106666666666665,19.458333333333332,252.5,False,3.8,6.9,0,None rain,Wednesday,11.083954108675822
2020-04-01,170,6.708333333333333,79.87166666666667,5.961666666666666,16.875,272.9166666666667,False,0.0,6.7,1,,Wednesday,12.823154873094627
2020-04-02,468,5.666666666666667,76.67458333333333,6.209999999999998,22.541666666666668,258.75,False,0.0,5.7,1,,Thursday,12.905729312790104
2020-04-03,553,4.541666666666667,64.78166666666668,6.209999999999998,18.041666666666668,280.0,False,1.8,4.6,0,,Friday,12.98822710931751
2020-04-11,755,5.249999999999999,90.62166666666666,5.9049999999999985,8.125,189.16666666666666,False,0.0,5.1,1,Light rain,Saturday,13.644420717806971
2020-05-01,161,8.166666666666666,84.95458333333335,4.490416666666665,5.041666666666667,112.08333333333333,False,13.2,8.1,0,,Friday,15.22334757395443
2020-05-02,537,8.625,88.02374999999999,5.928333333333332,4.5,179.16666666666666,False,6.9,8.7,0,,Saturday,15.29833144670708
2020-05-03,537,9.041666666666666,76.88874999999999,6.209999999999998,10.916666666666666,273.3333333333333,False,0.0,9.2,1,,Sunday,15.37277740541758
2020-05-10,855,8.166666666666666,76.49666666666666,6.184166666666665,9.541666666666666,237.08333333333334,False,0.0,8.3,1,,Sunday,15.876444052624333
2020-05-11,576,6.375,60.175833333333344,6.209999999999998,7.041666666666667,320.8333333333333,False,0.5,6.3,0,,Monday,15.945530772385874
2020-06-01,469,18.125,50.89916666666667,6.209999999999998,3.0833333333333335,174.4759478375056,False,0.0,18.2,1,,Monday,17.145634666252565
2020-06-02,518,17.125,60.48083333333333,6.209999999999998,5.291666666666667,253.33333333333334,False,0.0,16.9,1,,Tuesday,17.187159597683436
2020-06-03,506,16.416666666666668,69.38125000000001,6.209999999999998,5.416666666666667,168.75,False,0.0,16.5,1,,Wednesday,17.22691564143683
2020-06-10,856,14.25,69.44583333333334,6.209999999999998,4.916666666666667,124.05928117083893,False,0.0,14.2,1,,Wednesday,17.45213285078282
2020-06-11,706,19.041666666666668,51.231666666666655,6.209999999999998,10.25,47.083333333333336,False,0.0,18.9,1,,Thursday,17.476259496686247
2020-07-01,538,15.75,78.98125,6.209999999999998,12.583333333333334,257.5,False,6.6,15.7,0,,Wednesday,17.49296822423396
2020-07-02,444,14.5,64.71375,6.209999999999998,13.333333333333334,274.1666666666667,False,0.8,14.5,0,,Thursday,17.470424918263866
2020-07-03,197,13.916666666666666,71.11541666666669,6.132499999999998,11.791666666666666,228.75,False,0.0,13.8,1,Light rain,Friday,17.445774366073774
2020-07-10,868,14.083333333333334,76.35291666666667,6.209999999999998,8.0,240.0,False,0.0,14.0,1,,Friday,17.21714488164628
2020-07-11,373,14.166666666666666,71.04874999999998,6.209999999999998,15.208333333333334,275.4166666666667,False,0.0,14.1,1,,Saturday,17.176942462906624
2020-08-01,457,18.625,76.25708333333334,5.774166666666665,9.416666666666666,117.08333333333333,False,0.0,18.5,1,,Saturday,15.996811571834638
2020-08-02,197,15.875,85.79750000000001,6.003333333333331,12.0,253.33333333333334,False,0.0,16.2,1,,Sunday,15.928334304435777
2020-08-03,151,14.958333333333334,79.17583333333333,6.209999999999998,10.666666666666666,272.0833333333333,False,0.0,14.9,1,,Monday,15.859048839759367
2020-08-10,750,18.791666666666668,81.06916666666666,4.855833333333331,2.2916666666666665,191.55928117083894,False,0.0,18.9,1,,Monday,15.354217805370077
2020-08-11,381,19.541666666666668,80.18791666666668,5.291666666666663,6.958333333333333,97.5,False,0.0,19.4,1,,Tuesday,15.279634874417646
2020-09-01,449,13.708333333333334,72.45833333333333,6.209999999999998,3.4583333333333335,86.25,False,0.0,13.7,1,,Tuesday,13.62404318156145
2020-09-02,53,14.541666666666666,73.49833333333332,5.298333333333331,4.083333333333333,106.66666666666667,False,0.0,14.7,1,None mist,Wednesday,13.542435873686125
2020-09-10,698,12.916666666666666,67.49874999999999,6.209999999999998,12.5,277.0833333333333,False,0.8,12.9,0,,Thursday,12.885092579472646
2020-09-11,782,13.0,83.47249999999997,6.209999999999998,10.25,200.0,False,0.0,13.1,1,,Friday,12.802500206591281
2020-09-14,1064,17.375,87.56833333333333,5.682499999999998,9.833333333333334,243.75,False,1.3,17.4,0,None mist,Monday,12.554351353700513
2020-09-15,1097,15.916666666666666,93.23499999999997,2.7350000000000008,2.0416666666666665,164.7852290083445,False,0.0,16.1,1,None fog,Tuesday,12.471535572155847
2020-09-16,1002,13.791666666666666,75.59875000000001,5.024166666666664,9.375,227.91666666666666,False,0.0,13.9,0,,Wednesday,12.388681821819086
2020-09-17,993,10.708333333333334,66.89375,6.209999999999998,3.8333333333333335,237.08333333333334,False,0.0,10.9,1,,Thursday,12.30579696263484
2020-09-18,879,13.0,84.7666666666667,6.209999999999998,10.333333333333334,253.75,False,0.0,12.9,1,,Friday,12.222887747995324
2020-09-19,495,14.375,91.52166666666665,4.727499999999998,4.5,209.58333333333334,False,0.0,14.4,1,None fog,Saturday,12.139960847554223
2020-09-20,344,13.625,91.68374999999999,4.856666666666665,4.291666666666667,195.83333333333334,False,0.0,13.5,1,,Sunday,12.057022869980857
2020-10-01,421,13.958333333333334,86.98541666666667,6.080833333333331,13.666666666666666,107.08333333333333,False,0.0,13.9,1,,Thursday,11.145871230549545
2020-10-02,310,15.416666666666666,84.36416666666666,5.925833333333332,16.375,92.5,False,1.5,15.4,0,,Friday,11.063324605326816
2020-10-10,340,8.625,86.94,6.209999999999998,8.416666666666666,203.33333333333334,True,1.5,8.7,0,,Saturday,10.406541607158717
2020-10-11,811,8.083333333333332,92.12750000000001,6.209999999999998,2.6666666666666665,195.41666666666666,False,0.5,8.1,0,,Sunday,10.325031895595494
2020-10-13,629,8.541666666666666,91.77166666666666,5.37958333333333,4.5,60.833333333333336,False,0.0,8.5,1,,Tuesday,10.162519706123351
2020-10-14,567,7.541666666666668,76.28416666666668,6.209999999999998,8.625,20.416666666666668,False,0.3,7.4,0,,Wednesday,10.081540889249577
2020-10-15,532,7.041666666666667,76.29791666666667,6.132499999999998,5.541666666666667,42.5,False,0.0,7.2,1,,Thursday,10.000763565216392
2020-10-16,527,6.5,84.93124999999999,4.201249999999999,3.6666666666666665,44.166666666666664,False,0.3,6.2,0,,Friday,9.920200903032626
2020-10-17,303,7.0,87.12249999999999,4.577083333333332,7.958333333333333,173.33333333333334,True,0.0,6.7,1,,Saturday,9.839866652986734
2020-10-18,333,6.25,72.38791666666667,6.209999999999998,4.458333333333333,254.16666666666666,True,0.5,6.4,0,,Sunday,9.759775172244485
2020-10-26,782,9.208333333333334,94.65833333333335,6.132499999999999,8.291666666666666,164.16666666666666,False,13.0,9.2,0,,Monday,9.129726380004927
2020-10-27,754,8.625,90.34791666666665,6.209999999999998,12.916666666666666,175.0,False,0.0,8.7,1,,Tuesday,9.052578644976798
2020-10-28,710,9.541666666666666,85.76583333333336,6.209999999999998,12.25,190.41666666666666,False,3.3,9.4,0,Light rain,Wednesday,8.975856210107663
2020-10-29,773,7.291666666666667,94.97125,5.718333333333331,4.458333333333333,185.41666666666666,False,0.0,7.3,1,None mist,Thursday,8.89958176460467
2020-10-30,587,8.916666666666666,98.64999999999999,5.394999999999999,8.083333333333334,147.91666666666666,False,0.3,9.0,0,,Friday,8.823778896053085
2020-10-31,381,10.0,95.56458333333332,4.889166666666665,8.0,181.25,False,2.5,9.8,0,,Saturday,8.748472110736563
2020-11-01,137,11.416666666666666,90.83666666666669,5.464999999999997,11.75,180.0,False,2.8,11.3,0,Light rain,Sunday,8.673686852742879
2020-11-02,337,13.625,91.48333333333333,5.770416666666665,20.333333333333332,223.75,False,4.1,13.7,0,Light rain,Monday,8.599449521679864
2020-11-10,293,8.958333333333334,84.86375000000001,6.106666666666665,7.208333333333333,137.08333333333334,True,0.0,9.0,1,,Tuesday,8.028770440074302
2020-11-11,746,6.666666666666667,93.38624999999998,3.543333333333333,6.458333333333333,149.16666666666666,False,0.0,6.6,1,,Wednesday,7.960816429862976
2020-11-13,700,8.041666666666666,96.18416666666667,4.172083333333332,7.25,155.41666666666666,False,0.0,8.0,1,,Friday,7.827546678606925
2020-11-14,370,7.625,93.45625,5.742083333333331,7.0,179.58333333333334,False,2.0,7.4,0,Light rain,Saturday,7.762306815683347
2020-11-15,296,11.625,90.09499999999997,5.276249999999997,12.833333333333334,152.08333333333334,False,1.5,11.4,0,Light rain,Sunday,7.698049142457666
2020-11-16,684,9.083333333333334,93.55208333333333,6.132499999999999,12.291666666666666,197.91666666666666,False,3.8,9.2,0,,Monday,7.6348139499736085
2020-11-17,460,10.333333333333334,94.63833333333332,4.888333333333332,14.0,218.33333333333334,False,1.0,10.4,0,None mist,Tuesday,7.572642411814041
2020-11-18,567,11.5,92.93541666666665,4.629999999999998,18.166666666666668,223.75,False,2.3,11.4,0,Light rain,Wednesday,7.511576542157755
2020-11-19,450,6.791666666666667,67.73875000000001,6.054999999999999,19.166666666666668,279.5833333333333,False,2.8,7.0,0,,Thursday,7.4516591471532125
2020-11-20,620,4.375,76.32583333333332,6.209999999999998,7.458333333333333,259.1666666666667,False,1.3,4.4,0,,Friday,7.39293376925636
2020-11-21,170,8.166666666666666,94.53583333333334,4.308749999999998,16.0,225.83333333333334,False,1.8,8.1,0,,Saturday,7.335444624206443
2020-11-22,208,7.666666666666667,81.99124999999998,6.209999999999998,17.0,254.58333333333334,False,5.3,7.6,0,,Sunday,7.279236530341702
2020-12-01,167,3.625,97.15833333333335,4.027499999999999,4.0,81.66666666666667,False,6.6,3.6,0,,Tuesday,6.838589017174474
2020-12-02,410,4.166666666666667,90.39125000000003,4.653333333333333,6.0,139.58333333333334,False,0.0,4.2,1,,Wednesday,6.797722215381162
2020-12-10,632,3.8750000000000004,94.93958333333336,4.384999999999998,8.916666666666666,132.08333333333334,False,2.3,3.9,0,,Thursday,6.538573761736964
2020-12-11,722,3.4166666666666665,90.03625,5.951666666666665,11.25,104.58333333333333,False,4.8,3.4,0,Light drizzle,Friday,6.515236640258772
2020-12-14,367,6.0,91.78000000000002,5.814583333333332,13.5,150.83333333333334,False,0.3,5.9,0,,Monday,6.458091485187639
2020-12-15,457,7.375,97.8,4.452916666666667,7.375,196.66666666666666,False,3.6,7.6,0,None mist,Tuesday,6.443417014567896
2020-12-16,502,6.125,96.94791666666667,4.582499999999999,6.5,187.08333333333334,False,0.0,6.1,1,,Wednesday,6.430965372525038
2020-12-17,331,6.708333333333333,97.78333333333332,4.837916666666665,10.5,187.08333333333334,False,0.8,6.7,0,,Thursday,6.4207537989281525
2020-12-18,342,7.583333333333332,93.95750000000004,6.184166666666665,11.541666666666666,198.75,False,5.1,7.6,0,,Friday,6.4127965359195604
2020-12-19,256,6.25,92.02666666666664,5.615833333333334,9.041666666666666,158.75,False,0.3,6.2,0,,Saturday,6.407104746853649
2020-12-20,229,7.875,91.86416666666668,6.158333333333332,9.541666666666666,177.08333333333334,False,0.0,7.9,1,Light rain,Sunday,6.403686452126468
2020-12-21,397,5.999999999999999,93.07208333333334,6.209999999999998,9.375,178.33333333333334,False,0.0,6.1,1,Light rain,Monday,6.4025464827281064
2020-12-22,292,6.416666666666665,92.08416666666666,5.5974999999999975,12.083333333333334,215.0,False,5.1,6.4,0,,Tuesday,6.403686452126467
2020-12-23,248,4.624999999999999,92.31541666666668,5.277083333333331,7.875,233.75,False,0.5,4.7,0,None fog,Wednesday,6.407104746853648
2020-12-24,103,1.3333333333333333,86.13291666666669,5.143749999999998,5.458333333333333,166.66666666666666,True,0.3,1.5,0,,Thursday,6.412796535919556
2020-12-25,102,-0.41666666666666713,80.56916666666666,6.209999999999998,3.4583333333333335,282.9166666666667,True,0.0,-0.4,1,,Friday,6.420753798928146
2020-12-26,127,3.3333333333333326,95.14500000000002,5.708333333333332,11.083333333333334,196.66666666666666,True,0.3,3.2,0,Light rain,Saturday,6.43096537252503
2020-12-27,61,4.333333333333333,90.28333333333332,6.132499999999999,20.458333333333332,165.83333333333334,False,4.3,4.4,0,Light rain,Sunday,6.4434170145679
2020-12-28,157,3.2083333333333326,93.4554166666667,6.209999999999998,9.916666666666666,131.66666666666666,False,4.6,3.2,0,,Monday,6.458091485187628
2020-12-29,198,3.75,97.73000000000002,4.597083333333332,5.166666666666667,66.66666666666667,False,4.3,3.8,0,,Tuesday,6.47496864370451
2020-12-30,234,2.9583333333333335,98.86291666666666,4.995416666666665,3.7083333333333335,87.5,False,3.6,3.0,0,Light rain,Wednesday,6.49402556018341
2020-12-31,141,3.041666666666666,98.57499999999999,3.8387499999999997,2.7083333333333335,230.41666666666666,True,0.0,3.2,1,None fog,Thursday,6.515236640258757
2021-01-01,130,1.583333333333333,99.13541666666667,2.9437499999999996,1.5,64.16666666666667,True,1.3,1.6,0,None mist,Friday,6.538573761736968
2021-01-02,350,0.33333333333333276,97.09958333333334,4.046249999999999,2.4583333333333335,42.916666666666664,False,0.3,0.2,0,,Saturday,6.564006421390822
2021-01-03,499,1.7083333333333333,85.44416666666667,6.209999999999998,7.416666666666667,47.5,False,0.0,1.8,1,,Sunday,6.591501890300638
2021-01-04,285,0.4583333333333326,82.65208333333335,5.646249999999998,8.25,47.5,True,0.0,0.4,0,Light snow,Monday,6.6210253760666395
2021-01-05,286,1.2083333333333333,89.26124999999998,6.209999999999998,7.958333333333333,34.583333333333336,False,0.0,1.2,0,,Tuesday,6.652540190218166
2021-01-06,901,0.2916666666666662,87.23458333333333,4.938333333333332,10.166666666666666,31.666666666666668,False,0.0,0.3,1,Light snow,Wednesday,6.686007919174044
2021-01-07,767,0.6666666666666655,93.7183333333333,5.157916666666664,6.458333333333333,34.583333333333336,False,0.3,0.6,0,,Thursday,6.721388597161576
2021-01-08,217,0.7083333333333321,90.56,5.796666666666664,7.583333333333333,45.833333333333336,False,0.0,0.7,1,,Friday,6.758640879579162
2021-01-09,965,0.9583333333333326,91.13374999999998,6.209999999999998,4.708333333333333,143.33333333333334,False,0.0,0.9,1,,Saturday,6.797722215381139
2021-01-10,441,1.3333333333333333,91.71583333333335,6.029166666666665,9.875,224.16666666666666,False,1.0,1.3,0,,Sunday,6.83858901717445
2021-01-11,722,4.25,93.83083333333332,5.384583333333331,14.208333333333334,232.5,False,1.3,4.3,0,,Monday,6.881196827838566
2021-01-12,164,1.0416666666666663,79.96416666666667,6.209999999999998,9.041666666666666,278.75,False,8.4,0.9,0,,Tuesday,6.925500482608309
2021-01-13,278,0.7083333333333326,85.55541666666664,5.594583333333332,11.083333333333334,89.58333333333333,False,2.5,0.8,0,,Wednesday,6.971454265695193
2021-01-14,267,-1.666666666666667,84.93958333333336,6.209999999999998,7.833333333333333,52.083333333333336,False,0.0,-1.6,1,,Thursday,7.019012060656233
2021-01-15,274,-2.7916666666666665,82.33041666666666,6.209999999999998,2.875,195.41666666666666,False,0.0,-2.8,1,,Friday,7.0681274938543615
2021-01-16,137,-5.833333333333333,92.53374999999998,5.822499999999998,1.4583333333333333,78.75,False,0.0,-6.1,1,,Saturday,7.11875407048469
2021-01-17,176,-1.2083333333333333,89.86958333333331,6.106666666666666,4.583333333333333,126.25,False,0.3,-1.3,0,,Sunday,7.170845302763472
2021-01-18,278,-0.041666666666667185,97.35791666666665,3.239999999999999,5.666666666666667,176.25,False,0.0,-0.1,1,,Monday,7.224354829995607
2021-01-19,309,1.2916666666666663,99.71416666666669,3.847499999999999,5.083333333333333,137.08333333333334,False,3.8,1.3,0,None mist,Tuesday,7.279236530341671
2021-01-20,251,4.958333333333333,98.62875000000001,4.015416666666666,11.916666666666666,165.83333333333334,False,4.3,4.8,0,Light drizzle,Wednesday,7.335444624206412
2021-01-21,280,5.125,85.22791666666667,5.827499999999998,18.541666666666668,180.0,False,9.9,5.4,0,,Thursday,7.3929337692563255
2021-01-22,290,4.458333333333333,89.01583333333336,5.925833333333332,17.375,210.83333333333334,False,4.6,4.4,0,,Friday,7.451659147153179
2021-01-23,184,2.25,92.36333333333334,5.848333333333332,7.958333333333333,181.25,False,4.6,2.3,0,,Saturday,7.511576542157771
2021-01-24,190,0.6666666666666662,97.6825,1.3779166666666667,2.5833333333333335,161.66666666666666,False,0.0,0.7,1,None mist,Sunday,7.572642411814004
2021-01-25,394,0.2499999999999997,93.80083333333334,3.8170833333333327,2.0,159.58333333333334,False,0.0,0.3,1,None fog,Monday,7.634813949973572
2021-01-26,367,-1.125,98.24291666666666,3.8383333333333325,3.1666666666666665,177.91666666666666,False,0.0,-0.9,1,,Tuesday,7.6980491424575765
2021-01-27,332,-0.25000000000000044,97.69291666666668,4.188749999999998,3.2083333333333335,242.08333333333334,False,0.5,-0.2,0,,Wednesday,7.762306815683312
2021-01-28,306,-1.9583333333333333,81.62291666666668,6.158333333333331,3.125,186.25,False,4.3,-1.9,0,,Thursday,7.827546678606942
2021-01-29,325,-3.3333333333333335,86.2304166666667,6.209999999999998,4.333333333333333,32.5,False,0.3,-3.4,0,,Friday,7.8937293583466435
2021-01-30,154,-1.7916666666666663,92.46750000000002,6.080833333333332,6.125,203.75,False,0.0,-1.5,1,,Saturday,7.960816429862939
2021-01-31,165,-2.083333333333333,89.37666666666667,6.209999999999998,3.9166666666666665,235.0,False,0.3,-2.2,0,Light snow,Sunday,8.028770440074208
2021-02-01,190,-0.666666666666667,94.25541666666663,4.8024999999999975,3.9166666666666665,161.66666666666666,False,0.5,-0.6,0,None fog,Monday,8.097554926786417
2021-02-02,345,-2.625,91.79125,3.697083333333332,3.2083333333333335,50.72594783750558,False,0.5,-2.7,0,,Tuesday,8.167134432811634
2021-02-03,575,-2.5,82.05458333333334,6.184166666666666,11.0,56.25,False,0.0,-2.6,1,,Wednesday,8.237474515639972
2021-02-04,283,-4.208333333333333,76.48083333333335,6.209999999999998,9.916666666666666,53.333333333333336,True,0.0,-4.3,1,,Thursday,8.308541753022054
2021-02-05,332,-5.416666666666667,78.14375000000001,6.209999999999998,8.75,62.083333333333336,False,0.0,-5.4,1,,Friday,8.380303744803294
2021-02-06,876,-4.875,74.16958333333334,6.209999999999998,10.291666666666666,61.666666666666664,False,0.0,-4.9,1,,Saturday,8.452729111338705
2021-02-07,731,-4.791666666666667,76.11750000000002,6.209999999999998,11.0,61.666666666666664,False,0.0,-4.9,1,,Sunday,8.52578748880146
2021-02-08,629,-3.5833333333333335,73.68083333333337,6.209999999999998,13.333333333333334,57.916666666666664,False,0.0,-3.6,1,,Monday,8.59944952167976
2021-02-09,924,-4.083333333333333,70.16125000000002,6.209999999999998,13.416666666666666,50.833333333333336,False,0.0,-4.1,0,,Tuesday,8.67368685274296
2021-02-10,263,-4.541666666666667,69.98041666666667,6.209999999999998,7.916666666666667,45.416666666666664,False,0.0,-5.1,1,,Wednesday,8.74847211073646
2021-02-10,739,-6.708333333333333,74.85666666666667,6.080833333333332,6.541666666666667,57.083333333333336,False,0.0,-5.1,1,,Wednesday,8.74847211073646
2021-02-10,58,-7.0,76.41375000000001,6.209999999999998,2.7916666666666665,177.5,False,0.0,-5.1,1,,Wednesday,8.74847211073646
2021-02-13,177,-6.125,82.81416666666667,6.209999999999998,2.6666666666666665,157.91666666666666,False,0.0,-3.7,0,,Saturday,8.975856210107557
2021-02-14,135,-3.7083333333333335,71.90291666666668,6.209999999999998,4.5,176.25,False,0.0,-3.9,1,,Sunday,9.05257864497688
2021-02-15,284,-0.5416666666666671,76.66958333333334,5.410416666666664,10.666666666666666,143.75,False,0.0,-0.6,1,Light snow,Monday,9.129726380004817
2021-02-16,239,-0.8333333333333335,94.70791666666668,4.101666666666667,7.916666666666667,125.83333333333333,False,0.3,-0.9,0,Light ice pellets,Tuesday,9.207277602992933
2021-02-17,196,0.49999999999999917,97.09583333333332,4.07125,10.166666666666666,103.75,False,13.7,0.4,0,Light rain,Wednesday,9.285211356482783
2021-02-18,265,1.7916666666666663,100.0,1.8029166666666667,12.958333333333334,126.25,False,4.6,1.8,0,None mist,Thursday,9.36350751472423
2021-02-19,352,3.4583333333333335,95.80333333333336,5.25833333333333,7.166666666666667,205.41666666666666,False,6.1,3.0,0,Light rain,Friday,9.442146760005727
2021-02-19,216,6.583333333333333,87.40666666666665,6.209999999999998,8.625,155.41666666666666,False,6.1,3.0,0,Light rain,Friday,9.442146760005727
2021-02-21,224,6.0,90.31374999999998,4.994583333333332,3.7916666666666665,136.25,False,0.0,4.8,1,None fog,Sunday,9.600381135411135
2021-02-22,400,4.5,90.53708333333333,3.926666666666666,5.458333333333333,132.91666666666666,False,0.0,4.5,1,,Monday,9.679941450467545
2021-02-23,371,5.166666666666667,96.9925,2.9504166666666656,7.5,206.25,False,0.0,5.1,1,,Tuesday,9.759775172244375
2021-02-24,359,8.416666666666666,85.82833333333336,6.209999999999998,13.583333333333334,216.66666666666666,False,0.0,8.4,1,,Wednesday,9.839866652986686
2021-02-25,368,6.75,90.13,6.080833333333332,13.333333333333334,235.0,False,0.3,6.8,0,,Thursday,9.92020090303258
